"pathway","label","padj","enrichment score"
"CHEN_LVAD_SUPPORT_OF_FAILING_HEART_DN","coculture","9.19908807123147e-07","-1"
"REACTOME_LATE_ENDOSOMAL_MICROAUTOPHAGY","coculture","9.19908807123147e-07","-1"
"WU_SILENCED_BY_METHYLATION_IN_BLADDER_CANCER","coculture","9.19908807123147e-07","-1"
"BLANCO_MELO_MERS_COV_INFECTION_MCR5_CELLS_DN","coculture","1.0000479163458e-06","-0.995305164319249"
"BLANCO_MELO_SARS_COV_1_INFECTION_MCR5_CELLS_DN","coculture","1.0000479163458e-06","-0.995305164319249"
"AMIT_EGF_RESPONSE_20_HELA","coculture","0.000830477823099714","-0.990610328638498"
"BIOCARTA_ARENRF2_PATHWAY","coculture","0.000830477823099714","-0.990610328638498"
"BIOCARTA_BCR_PATHWAY","coculture","0.000830477823099714","-0.990610328638498"
"BIOCARTA_CCR5_PATHWAY","coculture","0.000830477823099714","-0.990610328638498"
"BIOCARTA_DREAM_PATHWAY","coculture","0.000830477823099714","-0.990610328638498"
"BIOCARTA_ETS_PATHWAY","coculture","0.000830477823099714","-0.990610328638498"
"BIOCARTA_FCER1_PATHWAY","coculture","0.000830477823099714","-0.990610328638498"
"BIOCARTA_GPCR_PATHWAY","coculture","0.000830477823099714","-0.990610328638498"
"BIOCARTA_IGF1_PATHWAY","coculture","0.000830477823099714","-0.990610328638498"
"BIOCARTA_IL6_PATHWAY","coculture","0.000830477823099714","-0.990610328638498"
"BIOCARTA_INSULIN_PATHWAY","coculture","0.000830477823099714","-0.990610328638498"
"BIOCARTA_KERATINOCYTE_PATHWAY","coculture","0.000830477823099714","-0.990610328638498"
"BIOCARTA_MET_PATHWAY","coculture","0.000830477823099714","-0.990610328638498"
"BIOCARTA_NGF_PATHWAY","coculture","0.000830477823099714","-0.990610328638498"
"BIOCARTA_TCR_PATHWAY","coculture","0.000830477823099714","-0.990610328638498"
"BIOCARTA_TSP1_PATHWAY","coculture","0.000830477823099714","-0.990610328638498"
"CHESLER_BRAIN_HIGHEST_EXPRESSION","coculture","0.000830477823099714","-0.990610328638498"
"CHIARADONNA_NEOPLASTIC_TRANSFORMATION_KRAS_CDC25_DN","coculture","0.000830477823099714","-0.990610328638498"
"CORRE_MULTIPLE_MYELOMA_DN","coculture","0.000830477823099714","-0.990610328638498"
"DALESSIO_TSA_RESPONSE","coculture","0.000830477823099714","-0.990610328638498"
"ELVIDGE_HIF1A_TARGETS_DN","coculture","0.000830477823099714","-0.990610328638498"
"FRASOR_RESPONSE_TO_ESTRADIOL_UP","coculture","0.000830477823099714","-0.990610328638498"
"GAUSSMANN_MLL_AF4_FUSION_TARGETS_E_UP","coculture","0.000830477823099714","-0.990610328638498"
"GROSS_HYPOXIA_VIA_HIF1A_DN","coculture","0.000830477823099714","-0.990610328638498"
"HU_ANGIOGENESIS_UP","coculture","0.000830477823099714","-0.990610328638498"
"IIZUKA_LIVER_CANCER_PROGRESSION_L1_G1_UP","coculture","0.000830477823099714","-0.990610328638498"
"INGA_TP53_TARGETS","coculture","0.000830477823099714","-0.990610328638498"
"JOHANSSON_BRAIN_CANCER_EARLY_VS_LATE_UP","coculture","0.000830477823099714","-0.990610328638498"
"KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY","coculture","0.000830477823099714","-0.990610328638498"
"KEGG_LEISHMANIA_INFECTION","coculture","0.000830477823099714","-0.990610328638498"
"KEGG_MEDICUS_ENV_FACTOR_E2_TO_RAS_ERK_SIGNALING_PATHWAY","coculture","0.000830477823099714","-0.990610328638498"
"KEGG_MEDICUS_ENV_FACTOR_METALS_TO_JNK_SIGNALING_PATHWAY","coculture","0.000830477823099714","-0.990610328638498"
"KEGG_MEDICUS_ENV_FACTOR_METALS_TO_RAS_ERK_SIGNALING_PATHWAY","coculture","0.000830477823099714","-0.990610328638498"
"KEGG_MEDICUS_ENV_FACTOR_NNK_NNN_TO_PI3K_SIGNALING_PATHWAY_N01350","coculture","0.000830477823099714","-0.990610328638498"
"KEGG_MEDICUS_PATHOGEN_HBV_LHBS_TO_PKC_ERK_SIGNALING_PATHWAY","coculture","0.000830477823099714","-0.990610328638498"
"KEGG_MEDICUS_PATHOGEN_HIV_VPR_TAT_TO_TNF_JNK_SIGNALING_PATHWAY","coculture","0.000830477823099714","-0.990610328638498"
"KEGG_MEDICUS_PATHOGEN_KSHV_VGPCR_TO_GNB_G_ERK_SIGNALING_PATHWAY","coculture","0.000830477823099714","-0.990610328638498"
"KEGG_MEDICUS_REFERENCE_IL1_IL1R_JNK_SIGNALING_PATHWAY","coculture","0.000830477823099714","-0.990610328638498"
"KEGG_MEDICUS_REFERENCE_TLR2_4_MAPK_SIGNALING_PATHWAY","coculture","0.000830477823099714","-0.990610328638498"
"KEGG_MEDICUS_REFERENCE_TNF_JNK_SIGNALING_PATHWAY","coculture","0.000830477823099714","-0.990610328638498"
"KEGG_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY","coculture","0.000830477823099714","-0.990610328638498"
"KEGG_T_CELL_RECEPTOR_SIGNALING_PATHWAY","coculture","0.000830477823099714","-0.990610328638498"
"KOBAYASHI_RESPONSE_TO_ROMIDEPSIN","coculture","0.000830477823099714","-0.990610328638498"
"KRISHNAN_FURIN_TARGETS_UP","coculture","0.000830477823099714","-0.990610328638498"
"LEE_AGING_NEOCORTEX_UP","coculture","0.000830477823099714","-0.990610328638498"
"MARIADASON_RESPONSE_TO_BUTYRATE_CURCUMIN_SULINDAC_TSA_1","coculture","0.000830477823099714","-0.990610328638498"
"OUYANG_PROSTATE_CANCER_PROGRESSION_UP","coculture","0.000830477823099714","-0.990610328638498"
"PEDERSEN_METASTASIS_BY_ERBB2_ISOFORM_5","coculture","0.000830477823099714","-0.990610328638498"
"PID_AR_NONGENOMIC_PATHWAY","coculture","0.000830477823099714","-0.990610328638498"
"PID_AVB3_OPN_PATHWAY","coculture","0.000830477823099714","-0.990610328638498"
"PID_BCR_5PATHWAY","coculture","0.000830477823099714","-0.990610328638498"
"PID_ENDOTHELIN_PATHWAY","coculture","0.000830477823099714","-0.990610328638498"
"PID_ERBB2_ERBB3_PATHWAY","coculture","0.000830477823099714","-0.990610328638498"
"PID_FGF_PATHWAY","coculture","0.000830477823099714","-0.990610328638498"
"PID_IL12_STAT4_PATHWAY","coculture","0.000830477823099714","-0.990610328638498"
"PID_LYSOPHOSPHOLIPID_PATHWAY","coculture","0.000830477823099714","-0.990610328638498"
"PID_PDGFRA_PATHWAY","coculture","0.000830477823099714","-0.990610328638498"
"PID_RHOA_PATHWAY","coculture","0.000830477823099714","-0.990610328638498"
"PID_S1P_S1P2_PATHWAY","coculture","0.000830477823099714","-0.990610328638498"
"PID_TCR_CALCIUM_PATHWAY","coculture","0.000830477823099714","-0.990610328638498"
"PID_TCR_RAS_PATHWAY","coculture","0.000830477823099714","-0.990610328638498"
"RADAEVA_RESPONSE_TO_IFNA1_DN","coculture","0.000830477823099714","-0.990610328638498"
"REACTOME_ACTIVATION_OF_THE_AP_1_FAMILY_OF_TRANSCRIPTION_FACTORS","coculture","0.000830477823099714","-0.990610328638498"
